Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/03/12,51-60,2,6,07/25/2020 03:15:01 PM
2020/03/13,51-60,2,8,07/25/2020 03:15:01 PM
2020/03/14,51-60,1,9,07/25/2020 03:15:01 PM
2020/03/15,51-60,0,9,07/25/2020 03:15:01 PM
2020/03/16,51-60,8,17,07/25/2020 03:15:01 PM
2020/03/17,51-60,3,20,07/25/2020 03:15:01 PM
2020/03/18,51-60,4,24,07/25/2020 03:15:01 PM
2020/03/19,51-60,3,27,07/25/2020 03:15:01 PM
2020/03/20,51-60,4,31,07/25/2020 03:15:01 PM
2020/03/21,51-60,7,38,07/25/2020 03:15:01 PM
2020/03/22,51-60,5,43,07/25/2020 03:15:01 PM
2020/03/23,51-60,7,50,07/25/2020 03:15:01 PM
2020/03/24,51-60,6,56,07/25/2020 03:15:01 PM
2020/03/25,51-60,5,61,07/25/2020 03:15:01 PM
2020/03/26,51-60,9,70,07/25/2020 03:15:01 PM
2020/03/27,51-60,4,74,07/25/2020 03:15:01 PM
2020/03/28,51-60,6,80,07/25/2020 03:15:01 PM
2020/03/29,51-60,0,80,07/25/2020 03:15:01 PM
2020/03/30,51-60,6,86,07/25/2020 03:15:01 PM
2020/03/31,51-60,9,95,07/25/2020 03:15:01 PM
2020/04/01,51-60,5,100,07/25/2020 03:15:01 PM
2020/04/02,51-60,3,103,07/25/2020 03:15:01 PM
2020/04/03,51-60,5,108,07/25/2020 03:15:01 PM
2020/04/04,51-60,2,110,07/25/2020 03:15:01 PM
2020/04/05,51-60,4,114,07/25/2020 03:15:01 PM
2020/04/06,51-60,6,120,07/25/2020 03:15:01 PM
2020/04/07,51-60,5,125,07/25/2020 03:15:01 PM
2020/04/08,51-60,14,139,07/25/2020 03:15:01 PM
2020/04/09,51-60,16,155,07/25/2020 03:15:01 PM
2020/04/10,51-60,7,162,07/25/2020 03:15:01 PM
2020/04/11,51-60,3,165,07/25/2020 03:15:01 PM
2020/04/12,51-60,5,170,07/25/2020 03:15:01 PM
2020/04/13,51-60,3,173,07/25/2020 03:15:01 PM
2020/04/14,51-60,9,182,07/25/2020 03:15:01 PM
2020/04/15,51-60,3,185,07/25/2020 03:15:01 PM
2020/04/16,51-60,5,190,07/25/2020 03:15:01 PM
2020/04/17,51-60,6,196,07/25/2020 03:15:01 PM
2020/04/18,51-60,1,197,07/25/2020 03:15:01 PM
2020/04/19,51-60,9,206,07/25/2020 03:15:01 PM
2020/04/20,51-60,9,215,07/25/2020 03:15:01 PM
2020/04/21,51-60,5,220,07/25/2020 03:15:01 PM
2020/04/22,51-60,4,224,07/25/2020 03:15:01 PM
2020/04/23,51-60,5,229,07/25/2020 03:15:01 PM
2020/04/24,51-60,7,236,07/25/2020 03:15:01 PM
2020/04/25,51-60,5,241,07/25/2020 03:15:01 PM
2020/04/26,51-60,4,245,07/25/2020 03:15:01 PM
2020/04/27,51-60,3,248,07/25/2020 03:15:01 PM
2020/04/28,51-60,9,257,07/25/2020 03:15:01 PM
2020/04/29,51-60,6,263,07/25/2020 03:15:01 PM
2020/04/30,51-60,4,267,07/25/2020 03:15:01 PM
2020/05/01,51-60,5,272,07/25/2020 03:15:01 PM
2020/05/02,51-60,2,274,07/25/2020 03:15:01 PM
2020/05/03,51-60,3,277,07/25/2020 03:15:01 PM
2020/05/04,51-60,1,278,07/25/2020 03:15:01 PM
2020/05/05,51-60,6,284,07/25/2020 03:15:01 PM
2020/05/06,51-60,8,292,07/25/2020 03:15:01 PM
2020/05/07,51-60,5,297,07/25/2020 03:15:01 PM
2020/05/08,51-60,1,298,07/25/2020 03:15:01 PM
2020/05/09,51-60,1,299,07/25/2020 03:15:01 PM
2020/05/10,51-60,0,299,07/25/2020 03:15:01 PM
2020/05/11,51-60,7,306,07/25/2020 03:15:01 PM
2020/05/12,51-60,9,315,07/25/2020 03:15:01 PM
2020/05/13,51-60,5,320,07/25/2020 03:15:01 PM
2020/05/14,51-60,3,323,07/25/2020 03:15:01 PM
2020/05/15,51-60,1,324,07/25/2020 03:15:01 PM
2020/05/16,51-60,1,325,07/25/2020 03:15:01 PM
2020/05/17,51-60,0,325,07/25/2020 03:15:01 PM
2020/05/18,51-60,5,330,07/25/2020 03:15:01 PM
2020/05/19,51-60,2,332,07/25/2020 03:15:01 PM
2020/05/20,51-60,3,335,07/25/2020 03:15:01 PM
2020/05/21,51-60,3,338,07/25/2020 03:15:01 PM
2020/05/22,51-60,3,341,07/25/2020 03:15:01 PM
2020/05/23,51-60,2,343,07/25/2020 03:15:01 PM
2020/05/24,51-60,1,344,07/25/2020 03:15:01 PM
2020/05/25,51-60,1,345,07/25/2020 03:15:01 PM
2020/05/26,51-60,5,350,07/25/2020 03:15:01 PM
2020/05/27,51-60,3,353,07/25/2020 03:15:01 PM
2020/05/28,51-60,2,355,07/25/2020 03:15:01 PM
2020/05/29,51-60,2,357,07/25/2020 03:15:01 PM
2020/05/30,51-60,0,357,07/25/2020 03:15:01 PM
2020/05/31,51-60,1,358,07/25/2020 03:15:01 PM
2020/06/01,51-60,2,360,07/25/2020 03:15:01 PM
2020/06/02,51-60,5,365,07/25/2020 03:15:01 PM
2020/06/03,51-60,2,367,07/25/2020 03:15:01 PM
2020/06/04,51-60,8,375,07/25/2020 03:15:01 PM
2020/06/05,51-60,2,377,07/25/2020 03:15:01 PM
2020/06/06,51-60,1,378,07/25/2020 03:15:01 PM
2020/06/07,51-60,0,378,07/25/2020 03:15:01 PM
2020/06/08,51-60,2,380,07/25/2020 03:15:01 PM
2020/06/09,51-60,5,385,07/25/2020 03:15:01 PM
2020/06/10,51-60,1,386,07/25/2020 03:15:01 PM
2020/06/11,51-60,3,389,07/25/2020 03:15:01 PM
2020/06/12,51-60,1,390,07/25/2020 03:15:01 PM
2020/06/13,51-60,1,391,07/25/2020 03:15:01 PM
2020/06/14,51-60,1,392,07/25/2020 03:15:01 PM
2020/06/15,51-60,2,394,07/25/2020 03:15:01 PM
2020/06/16,51-60,1,395,07/25/2020 03:15:01 PM
2020/06/17,51-60,2,397,07/25/2020 03:15:01 PM
2020/06/18,51-60,5,402,07/25/2020 03:15:01 PM
2020/06/19,51-60,2,404,07/25/2020 03:15:01 PM
2020/06/20,51-60,4,408,07/25/2020 03:15:01 PM
2020/06/21,51-60,1,409,07/25/2020 03:15:01 PM
2020/06/22,51-60,17,426,07/25/2020 03:15:01 PM
2020/06/23,51-60,5,431,07/25/2020 03:15:01 PM
2020/06/24,51-60,3,434,07/25/2020 03:15:01 PM
2020/06/25,51-60,10,444,07/25/2020 03:15:01 PM
2020/06/26,51-60,6,450,07/25/2020 03:15:01 PM
2020/06/27,51-60,4,454,07/25/2020 03:15:01 PM
2020/06/28,51-60,7,461,07/25/2020 03:15:01 PM
2020/06/29,51-60,4,465,07/25/2020 03:15:01 PM
2020/06/30,51-60,6,471,07/25/2020 03:15:01 PM
2020/07/01,51-60,9,480,07/25/2020 03:15:01 PM
2020/07/02,51-60,11,491,07/25/2020 03:15:01 PM
2020/07/03,51-60,6,497,07/25/2020 03:15:01 PM
2020/07/04,51-60,9,506,07/25/2020 03:15:01 PM
2020/07/05,51-60,5,511,07/25/2020 03:15:01 PM
2020/07/06,51-60,14,525,07/25/2020 03:15:01 PM
2020/07/07,51-60,9,534,07/25/2020 03:15:01 PM
2020/07/08,51-60,13,547,07/25/2020 03:15:01 PM
2020/07/09,51-60,15,562,07/25/2020 03:15:01 PM
2020/07/10,51-60,12,574,07/25/2020 03:15:01 PM
2020/07/11,51-60,1,575,07/25/2020 03:15:01 PM
2020/07/12,51-60,8,583,07/25/2020 03:15:01 PM
2020/07/13,51-60,7,590,07/25/2020 03:15:01 PM
2020/07/14,51-60,12,602,07/25/2020 03:15:01 PM
2020/07/15,51-60,14,616,07/25/2020 03:15:01 PM
2020/07/16,51-60,16,632,07/25/2020 03:15:01 PM
2020/07/17,51-60,9,641,07/25/2020 03:15:01 PM
2020/07/18,51-60,6,647,07/25/2020 03:15:01 PM
2020/07/19,51-60,8,655,07/25/2020 03:15:01 PM
2020/07/20,51-60,7,662,07/25/2020 03:15:01 PM
2020/07/21,51-60,1,663,07/25/2020 03:15:01 PM
2020/07/22,51-60,10,673,07/25/2020 03:15:01 PM
2020/07/23,51-60,2,675,07/25/2020 03:15:01 PM
2020/03/15,71-80,3,6,07/25/2020 03:15:01 PM
2020/03/16,71-80,2,8,07/25/2020 03:15:01 PM
2020/03/17,71-80,1,9,07/25/2020 03:15:01 PM
2020/03/18,71-80,1,10,07/25/2020 03:15:01 PM
2020/03/19,71-80,2,12,07/25/2020 03:15:01 PM
2020/03/20,71-80,2,14,07/25/2020 03:15:01 PM
2020/03/21,71-80,1,15,07/25/2020 03:15:01 PM
2020/03/22,71-80,0,15,07/25/2020 03:15:01 PM
2020/03/23,71-80,3,18,07/25/2020 03:15:01 PM
2020/03/24,71-80,2,20,07/25/2020 03:15:01 PM
2020/03/25,71-80,3,23,07/25/2020 03:15:01 PM
2020/03/26,71-80,3,26,07/25/2020 03:15:01 PM
2020/03/27,71-80,2,28,07/25/2020 03:15:01 PM
2020/03/28,71-80,0,28,07/25/2020 03:15:01 PM
2020/03/29,71-80,4,32,07/25/2020 03:15:01 PM
2020/03/30,71-80,2,34,07/25/2020 03:15:01 PM
2020/03/31,71-80,3,37,07/25/2020 03:15:01 PM
2020/04/01,71-80,3,40,07/25/2020 03:15:01 PM
2020/04/02,71-80,3,43,07/25/2020 03:15:01 PM
2020/04/03,71-80,3,46,07/25/2020 03:15:01 PM
2020/04/04,71-80,0,46,07/25/2020 03:15:01 PM
2020/04/05,71-80,3,49,07/25/2020 03:15:01 PM
2020/04/06,71-80,4,53,07/25/2020 03:15:01 PM
2020/04/07,71-80,5,58,07/25/2020 03:15:01 PM
2020/04/08,71-80,4,62,07/25/2020 03:15:01 PM
2020/04/09,71-80,2,64,07/25/2020 03:15:01 PM
2020/04/10,71-80,1,65,07/25/2020 03:15:01 PM
2020/04/11,71-80,1,66,07/25/2020 03:15:01 PM
2020/04/12,71-80,3,69,07/25/2020 03:15:01 PM
2020/04/13,71-80,2,71,07/25/2020 03:15:01 PM
2020/04/14,71-80,3,74,07/25/2020 03:15:01 PM
2020/04/15,71-80,6,80,07/25/2020 03:15:01 PM
2020/04/16,71-80,0,80,07/25/2020 03:15:01 PM
2020/04/17,71-80,4,84,07/25/2020 03:15:01 PM
2020/04/18,71-80,0,84,07/25/2020 03:15:01 PM
2020/04/19,71-80,0,84,07/25/2020 03:15:01 PM
2020/04/20,71-80,1,85,07/25/2020 03:15:01 PM
2020/04/21,71-80,0,85,07/25/2020 03:15:01 PM
2020/04/22,71-80,1,86,07/25/2020 03:15:01 PM
2020/04/23,71-80,8,94,07/25/2020 03:15:01 PM
2020/04/24,71-80,5,99,07/25/2020 03:15:01 PM
2020/04/25,71-80,9,108,07/25/2020 03:15:01 PM
2020/04/26,71-80,1,109,07/25/2020 03:15:01 PM
2020/04/27,71-80,3,112,07/25/2020 03:15:01 PM
2020/04/28,71-80,4,116,07/25/2020 03:15:01 PM
2020/04/29,71-80,2,118,07/25/2020 03:15:01 PM
2020/04/30,71-80,3,121,07/25/2020 03:15:01 PM
2020/05/01,71-80,1,122,07/25/2020 03:15:01 PM
2020/05/02,71-80,0,122,07/25/2020 03:15:01 PM
2020/05/03,71-80,0,122,07/25/2020 03:15:01 PM
2020/05/04,71-80,0,122,07/25/2020 03:15:01 PM
2020/05/05,71-80,0,122,07/25/2020 03:15:01 PM
2020/05/06,71-80,0,122,07/25/2020 03:15:01 PM
2020/05/07,71-80,0,122,07/25/2020 03:15:01 PM
2020/05/08,71-80,0,122,07/25/2020 03:15:01 PM
2020/05/09,71-80,1,123,07/25/2020 03:15:01 PM
2020/05/10,71-80,0,123,07/25/2020 03:15:01 PM
2020/05/11,71-80,1,124,07/25/2020 03:15:01 PM
2020/05/12,71-80,6,130,07/25/2020 03:15:01 PM
2020/05/13,71-80,0,130,07/25/2020 03:15:01 PM
2020/05/14,71-80,1,131,07/25/2020 03:15:01 PM
2020/05/15,71-80,1,132,07/25/2020 03:15:01 PM
2020/05/16,71-80,0,132,07/25/2020 03:15:01 PM
2020/05/17,71-80,2,134,07/25/2020 03:15:01 PM
